Filename;Subset_1;Subset_2;Subset_3;Subset_4;Subset_5;Subset_6;Subset_7;Subset_8;Subset_9;Subset_10;Subset_11;Subset_12;Subset_13;Subset_14;Subset_15;Subset_16;Subset_17;Subset_18;Subset_19;Subset_20;Subset_21;Subset_22;Subset_23;Subset_24;Subset_25;Subset_26;Subset_27;Subset_28;Subset_29;Mean;Median;Std_Dev
S9001171.txt;8.1849195335;4.13160874728;7.13093347346;8.25785950449;3.86716048087;7.82661406688;8.50476376335;11.1561207009;7.37301532176;8.71330454648;13.9319193162;15.1986597654;15.6919591097;10.8344539859;22.0529827398;14.6516109157;17.0467471531;10.9087113061;18.1758570143;14.8935958474;18.5100386975;11.763944571;11.0324160035;4.63831638638;;;;;;;;
S9001023.txt;5.91421165541;2.55617505661;3.45850807371;2.79218320401;3.97405246212;5.46997689884;12.1765401185;4.62998191883;5.61277676239;5.2768608274;4.36683905923;5.23530816348;5.21114370844;3.92231648529;3.87651578561;4.01115725509;3.59275282584;14.8020045606;4.14519764554;5.16957907466;4.74000633566;4.47170596702;5.64031188615;9.54102466216;16.7508758186;37.5233490389;16.3518425428;12.4854176884;33.4144343157;8.52113964817;5.22322593596;8.09344852884
S9001090.txt;6.57089779461;5.54652652283;6.27939762285;6.60654456175;6.00180280149;6.25161302781;5.46884462415;6.4609606833;6.79411486794;5.07275989727;6.93181419612;4.99674991509;3.55486722203;5.67093112156;7.15252302131;5.47167820239;7.22462658271;6.96568769707;5.78096619683;10.9264028997;7.34084157436;3.56394454477;4.14270550422;5.0265955385;10.5979609905;14.4775579181;14.6993704586;16.6318958131;18.3190773977;7.60447100685;6.51592923895;3.64316130337
S9001231.txt;7.66588267698;24.1909343743;7.7293985549;8.29758766964;10.1345259305;7.83467079572;8.07471555292;7.02386341707;4.82046290977;6.34631542762;7.73033029738;5.78685304411;27.9989028868;22.4398757684;22.5771983846;22.9343503541;19.1726119772;19.3053404601;21.3429550997;13.7582513464;9.21605680007;7.40045707218;;;;;;;;;;
S9002053.txt;2.67773910039;3.17747296472;3.19706034509;2.9222680922;2.65481752757;3.10916454116;3.40775235599;2.96525330403;4.82733819618;2.86786197195;3.54949363543;3.07257668787;4.70266482554;7.46360811067;10.0451075338;11.8300925924;18.9309726388;10.0777926586;6.23996201844;5.66942100531;3.47862299571;4.01270963733;;;;;;;;;;
S8001053.txt;10.7633544291;7.34906659277;7.89792137613;8.09393923189;11.7584676132;8.5020769631;7.47106559648;6.33337464094;7.20932720489;5.11103694736;4.94727209379;7.86877409336;5.12944756554;4.35509392946;4.26500862554;5.1182234053;7.0108406443;7.20932720489;1.99978796435;;;;;;;;;;;;;
S9002044.txt;4.13663740989;2.98017263718;5.44834598834;4.6902459217;5.45565754889;5.00725659387;5.41161464641;4.82697178305;2.91874875038;2.96751638684;6.36288978703;14.662691379;3.59214277083;3.89136616594;16.1354082557;2.15686796949;12.275180244;5.34431969865;12.8459811107;6.73928000467;11.5204787566;9.93683495121;5.42712131779;5.04311466721;6.8690712904;5.33821839604;3.84999153699;6.51237503588;5.37796717253;3.58939790636;;
S9002037.txt;7.78045197835;6.7859593382;6.68780457028;12.7485581837;9.31352695329;10.0231598685;11.5997195963;8.90289252945;9.99426235195;10.3616948414;6.14045007045;5.16934607168;4.24056161389;8.22584175104;5.76004496493;4.64999961094;5.27177848714;2.97550822805;4.86473376579;7.39224400584;17.612178834;19.506555878;39.2955597703;24.123385116;10.3927590991;8.22584175104;7.521763796;;;;;
S0001312.txt;6.92413380238;10.7093932855;18.3347816783;3.63740673359;6.36700745492;3.27484860764;1.61293776616;2.67886882526;4.77082083974;1.63752087312;7.00999943437;5.53548396295;3.43602555406;3.5178367923;19.5805917474;14.3542535006;7.32401524885;3.58659213125;1.81331329793;5.9899872426;6.05439075511;17.9273583685;7.15113032378;21.9104027992;7.7141292094;6.05439075511;5.75561755203;;;;;
S9002018.txt;9.57194743133;10.332170863;13.8562389623;11.590725409;10.1464422409;11.8309306918;9.50736402133;8.76277379354;5.88219499096;6.93022767126;5.40890667584;6.0418064728;7.0465946982;14.0815711269;15.4298471597;10.8169076802;11.0288292792;16.8573374512;11.3572679552;11.2260204508;13.268356953;10.3844996926;47.3476935;15.2874584966;9.40460932647;20.3850216437;12.4532209476;11.0288292792;7.51248402208;;;
